date,source_currency,target_currency,exchange_rate_to_target
2020-11-05,EUR,CHF,1.0724
2020-11-05,EUR,CNY,7.8331
2020-11-05,EUR,CZK,26.766
2020-11-05,EUR,DKK,7.4467
2020-11-05,EUR,GBP,0.9045
2020-11-05,EUR,HKD,9.1922
2020-11-05,EUR,HRK,7.5518
2020-11-05,EUR,HUF,357.83
2020-11-05,EUR,IDR,16901.14
2020-11-05,EUR,ILS,4.0035
2020-11-05,EUR,INR,87.7405
2020-11-05,EUR,ISK,163.7
2020-11-05,EUR,JPY,122.86
2020-11-05,EUR,KRW,1330.68
2020-11-05,EUR,MXN,24.5016
2020-11-05,EUR,MYR,4.9169
2020-11-05,EUR,NOK,10.85
2020-11-05,EUR,NZD,1.754
2020-11-05,EUR,PHP,57.218
2020-11-05,EUR,PLN,4.5134
2020-11-05,EUR,RON,4.8648
2020-11-05,EUR,RUB,91.745
2020-11-05,EUR,SEK,10.277
2020-11-05,EUR,SGD,1.6014
2020-11-05,EUR,THB,36.525
2020-11-05,EUR,TRY,9.998
2020-11-05,EUR,USD,1.1855
2020-11-05,EUR,ZAR,18.6894
2020-11-05,GBP,AUD,1.808291874
2020-11-05,GBP,BGN,2.162299613
2020-11-05,GBP,BRL,7.2864566059
2020-11-05,GBP,CAD,1.7112216694
2020-11-05,GBP,CHF,1.1856274185
2020-11-05,GBP,CNY,8.6601437258
2020-11-05,GBP,CZK,29.592039801
2020-11-05,GBP,DKK,8.2329463792
2020-11-05,GBP,EUR,1.1055831951
2020-11-05,GBP,GBP,1.0
2020-11-05,GBP,HKD,10.1627418463
2020-11-05,GBP,HRK,8.349143173
2020-11-05,GBP,HUF,395.6108347153
2020-11-05,GBP,IDR,18685.6163626313
2020-11-05,GBP,ILS,4.4262023217
2020-11-05,GBP,INR,97.0044223328
2020-11-05,GBP,ISK,180.9839690437
2020-11-05,GBP,JPY,135.8319513543
2020-11-05,GBP,KRW,1471.1774461028
2020-11-05,GBP,MXN,27.0885572139
2020-11-05,GBP,MYR,5.4360420122
2020-11-05,GBP,NOK,11.9955776672
2020-11-05,GBP,NZD,1.9391929243
2020-11-05,GBP,PHP,63.2592592593
2020-11-05,GBP,PLN,4.9899391929
2020-11-05,GBP,RON,5.3784411277
2020-11-05,GBP,RUB,101.4317302377
2020-11-05,GBP,SEK,11.3620784964
2020-11-05,GBP,SGD,1.7704809287
2020-11-05,GBP,THB,40.3814262023
2020-11-05,GBP,TRY,11.053620785
2020-11-05,GBP,USD,1.3106688778
2020-11-05,GBP,ZAR,20.6626865672
2020-11-05,USD,AUD,1.3796710249
2020-11-05,USD,BGN,1.6497680304
2020-11-05,USD,BRL,5.5593420498
2020-11-05,USD,CAD,1.3056094475
2020-11-05,USD,CHF,0.9045972164
2020-11-05,USD,CNY,6.6074230283
2020-11-05,USD,CZK,22.5778152678
2020-11-05,USD,DKK,6.2814846057
2020-11-05,USD,EUR,0.8435259384
2020-11-05,USD,GBP,0.7629692113
2020-11-05,USD,HKD,7.7538591312
2020-11-05,USD,HRK,6.3701391818
2020-11-05,USD,HUF,301.8388865458
2020-11-05,USD,IDR,14256.5499789119
2020-11-05,USD,ILS,3.3770560945
2020-11-05,USD,INR,74.0113876002
2020-11-05,USD,ISK,138.0851961198
2020-11-05,USD,JPY,103.6355967946
2020-11-05,USD,KRW,1122.4630957402
2020-11-05,USD,MXN,20.6677351329
2020-11-05,USD,MYR,4.1475326866
2020-11-05,USD,NOK,9.1522564319
2020-11-05,USD,NZD,1.479544496
2020-11-05,USD,PHP,48.2648671447
2020-11-05,USD,PLN,3.8071699705
2020-11-05,USD,RON,4.1035849852
2020-11-05,USD,RUB,77.3892872206
2020-11-05,USD,SEK,8.6689160692
2020-11-05,USD,SGD,1.3508224378
2020-11-05,USD,THB,30.8097849009
2020-11-05,USD,TRY,8.4335723323
2020-11-05,USD,USD,1.0
2020-11-05,USD,ZAR,15.7649936736
2020-11-06,EUR,AUD,1.6359
2020-11-06,EUR,BGN,1.9558
2020-11-06,EUR,BRL,6.6072
2020-11-06,EUR,CAD,1.5525
2020-11-06,EUR,CHF,1.0682
2020-11-06,EUR,CNY,7.8468
2020-11-06,EUR,CZK,26.667
2020-11-06,EUR,DKK,7.4493
2020-11-06,EUR,GBP,0.9043
2020-11-06,EUR,HKD,9.203
2020-11-06,EUR,HRK,7.559
2020-11-06,EUR,HUF,359.02
2020-11-06,EUR,IDR,16943.12
2020-11-06,EUR,ILS,4.0076
2020-11-06,EUR,INR,88.0085
2020-11-06,EUR,ISK,163.5
2020-11-06,EUR,JPY,122.66
2020-11-06,EUR,KRW,1332.6
2020-11-06,EUR,MXN,24.684
2020-11-06,EUR,MYR,4.9005
2020-11-06,EUR,NOK,10.9203
2020-11-06,EUR,NZD,1.7507
2020-11-06,EUR,PHP,57.192
2020-11-06,EUR,PLN,4.5263
2020-11-06,EUR,RON,4.867
2020-11-06,EUR,RUB,92.42
2020-11-06,EUR,SEK,10.2805
2020-11-06,EUR,SGD,1.5999
2020-11-06,EUR,THB,36.287
2020-11-06,EUR,TRY,10.1489
2020-11-06,EUR,USD,1.187
2020-11-06,EUR,ZAR,18.6933
2020-11-06,GBP,AUD,1.8090235541
2020-11-06,GBP,BGN,2.1627778392
2020-11-06,GBP,BRL,7.306424859
2020-11-06,GBP,CAD,1.7167975229
2020-11-06,GBP,CHF,1.181245162
2020-11-06,GBP,CNY,8.6772088909
2020-11-06,GBP,CZK,29.489107597
2020-11-06,GBP,DKK,8.2376423753
2020-11-06,GBP,EUR,1.105827712
2020-11-06,GBP,GBP,1.0
2020-11-06,GBP,HKD,10.1769324339
2020-11-06,GBP,HRK,8.3589516753
2020-11-06,GBP,HUF,397.0142651775
2020-11-06,GBP,IDR,18736.1716244609
2020-11-06,GBP,ILS,4.4317151388
2020-11-06,GBP,INR,97.3222381953
2020-11-06,GBP,ISK,180.8028309189
2020-11-06,GBP,JPY,135.6408271591
2020-11-06,GBP,KRW,1473.6260090678
2020-11-06,GBP,MXN,27.2962512441
2020-11-06,GBP,MYR,5.4191087029
2020-11-06,GBP,NOK,12.0759703638
2020-11-06,GBP,NZD,1.9359725755
2020-11-06,GBP,PHP,63.2444985071
2020-11-06,GBP,PLN,5.005307973
2020-11-06,GBP,RON,5.3820634745
2020-11-06,GBP,RUB,102.200597147
2020-11-06,GBP,SEK,11.3684617937
2020-11-06,GBP,SGD,1.7692137565
2020-11-06,GBP,THB,40.1271701869
2020-11-06,GBP,TRY,11.2229348667
2020-11-06,GBP,USD,1.3126174942
2020-11-06,GBP,ZAR,20.6715691695
2020-11-06,USD,AUD,1.3781802864
2020-11-06,USD,BGN,1.647683235
2020-11-06,USD,BRL,5.5663016007
2020-11-06,USD,CAD,1.3079191238
2020-11-06,USD,CHF,0.899915754
2020-11-06,USD,CNY,6.6106149958
2020-11-06,USD,CZK,22.4658803707
2020-11-06,USD,DKK,6.2757371525
2020-11-06,USD,EUR,0.8424599832
2020-11-06,USD,GBP,0.7618365628
2020-11-06,USD,HKD,7.7531592249
2020-11-06,USD,HRK,6.3681550126
2020-11-06,USD,HUF,302.4599831508
2020-11-06,USD,IDR,14273.900589722
2020-11-06,USD,ILS,3.3762426285
2020-11-06,USD,INR,74.1436394271
2020-11-06,USD,ISK,137.7422072452
2020-11-06,USD,JPY,103.3361415333
2020-11-06,USD,KRW,1122.6621735468
2020-11-06,USD,MXN,20.7952822241
2020-11-06,USD,MYR,4.1284751474
2020-11-06,USD,NOK,9.199915754
2020-11-06,USD,NZD,1.4748946925
2020-11-06,USD,PHP,48.1819713564
2020-11-06,USD,PLN,3.8132266217
2020-11-06,USD,RON,4.100252738
2020-11-06,USD,RUB,77.8601516428
2020-11-06,USD,SEK,8.6609098568
2020-11-06,USD,SGD,1.347851727
2020-11-06,USD,THB,30.5703454086
2020-11-06,USD,TRY,8.550042123
2020-11-06,USD,USD,1.0
2020-11-06,USD,ZAR,15.748357203
2020-11-09,EUR,AUD,1.6234
2020-11-09,EUR,BGN,1.9558
2020-11-09,EUR,BRL,6.2447
2020-11-09,EUR,CAD,1.5388
2020-11-09,EUR,CHF,1.0778
2020-11-09,EUR,CNY,7.8475
2020-11-09,EUR,CZK,26.475
2020-11-09,EUR,DKK,7.4476
2020-11-09,EUR,GBP,0.90224
2020-11-09,EUR,HKD,9.2128
2020-11-09,EUR,HRK,7.564
2020-11-09,EUR,HUF,356.98
2020-11-09,EUR,IDR,16710.47
2020-11-09,EUR,ILS,3.9926
2020-11-09,EUR,INR,87.638
2020-11-09,EUR,ISK,163.1
2020-11-09,EUR,JPY,124.67
2020-11-09,EUR,KRW,1321.43
2020-11-09,EUR,MXN,23.8949
2020-11-09,EUR,MYR,4.8821
2020-11-09,EUR,NOK,10.7101
2020-11-09,EUR,NZD,1.7378
2020-11-09,EUR,PHP,57.213
2020-11-09,EUR,PLN,4.467
2020-11-09,EUR,RON,4.8655
2020-11-09,EUR,RUB,90.1763
2020-11-09,EUR,SEK,10.197
2020-11-09,EUR,SGD,1.595
2020-11-09,EUR,THB,36.101
2020-11-09,EUR,TRY,9.5786
2020-11-09,EUR,USD,1.1883
2020-11-09,EUR,ZAR,18.1305
2020-11-09,GBP,AUD,1.7992995212
2020-11-09,GBP,BGN,2.1677159071
2020-11-09,GBP,BRL,6.9213291364
2020-11-09,GBP,CAD,1.7055328959
2020-11-09,GBP,CHF,1.1945823728
2020-11-09,GBP,CNY,8.6977965951
2020-11-09,GBP,CZK,29.343633623
2020-11-09,GBP,DKK,8.2545664125
2020-11-09,GBP,EUR,1.1083525448
2020-11-09,GBP,GBP,1.0
2020-11-09,GBP,HKD,10.2110303245
2020-11-09,GBP,HRK,8.3835786487
2020-11-09,GBP,HUF,395.6596914347
2020-11-09,GBP,IDR,18521.0919489271
2020-11-09,GBP,ILS,4.4252083703
2020-11-09,GBP,INR,97.1338003192
2020-11-09,GBP,ISK,180.7723000532
2020-11-09,GBP,JPY,138.1783117574
2020-11-09,GBP,KRW,1464.6103032453
2020-11-09,GBP,MXN,26.4839732222
2020-11-09,GBP,MYR,5.4110879589
2020-11-09,GBP,NOK,11.8705665898
2020-11-09,GBP,NZD,1.9260950523
2020-11-09,GBP,PHP,63.4121741444
2020-11-09,GBP,PLN,4.9510108175
2020-11-09,GBP,RON,5.3926893066
2020-11-09,GBP,RUB,99.9471315836
2020-11-09,GBP,SEK,11.3018708991
2020-11-09,GBP,SGD,1.7678223089
2020-11-09,GBP,THB,40.012635219
2020-11-09,GBP,TRY,10.6164656854
2020-11-09,GBP,USD,1.317055329
2020-11-09,GBP,ZAR,20.0949858131
2020-11-09,USD,AUD,1.3661533283
2020-11-09,USD,BGN,1.6458806699
2020-11-09,USD,BRL,5.2551544223
2020-11-09,USD,CAD,1.2949591854
2020-11-09,USD,CHF,0.9070100143
2020-11-09,USD,CNY,6.6039720609
2020-11-09,USD,CZK,22.2797273416
2020-11-09,USD,DKK,6.2674408819
2020-11-09,USD,EUR,0.8415383321
2020-11-09,USD,GBP,0.7592695447
2020-11-09,USD,HKD,7.7529243457
2020-11-09,USD,HRK,6.3653959438
2020-11-09,USD,HUF,300.4123537827
2020-11-09,USD,IDR,14062.5010519229
2020-11-09,USD,ILS,3.3599259446
2020-11-09,USD,INR,73.750736346
2020-11-09,USD,ISK,137.2549019608
2020-11-09,USD,JPY,104.9145838593
2020-11-09,USD,KRW,1112.0339981486
2020-11-09,USD,MXN,20.108474291
2020-11-09,USD,MYR,4.108474291
2020-11-09,USD,NOK,9.0129596903
2020-11-09,USD,NZD,1.4624253135
2020-11-09,USD,PHP,48.1469325928
2020-11-09,USD,PLN,3.7591517294
2020-11-09,USD,RON,4.0945047547
2020-11-09,USD,RUB,75.8868130943
2020-11-09,USD,SEK,8.5811663721
2020-11-09,USD,SGD,1.3422536397
2020-11-09,USD,THB,30.3803753261
2020-11-09,USD,TRY,8.0607590676
2020-11-09,USD,USD,1.0
2020-11-09,USD,ZAR,15.2575107296
2020-11-10,EUR,AUD,1.6237
2020-11-10,EUR,BGN,1.9558
2020-11-10,EUR,BRL,6.3563
2020-11-10,EUR,CAD,1.5393
2020-11-10,EUR,CHF,1.0817
2020-11-10,EUR,CNY,7.8107
2020-11-10,EUR,CZK,26.431
2020-11-10,EUR,DKK,7.4445
2020-11-10,EUR,GBP,0.89183
2020-11-10,EUR,HKD,9.1568
2020-11-10,EUR,HRK,7.5625
2020-11-10,EUR,HUF,357.36
2020-11-10,EUR,IDR,16590.24
2020-11-10,EUR,ILS,3.9884
2020-11-10,EUR,INR,87.6665
2020-11-10,EUR,ISK,162.3
2020-11-10,EUR,JPY,124.36
2020-11-10,EUR,KRW,1318.93
2020-11-10,EUR,MXN,24.1004
2020-11-10,EUR,MYR,4.8655
2020-11-10,EUR,NOK,10.6618
2020-11-10,EUR,NZD,1.7304
2020-11-10,EUR,PHP,57.05
2020-11-10,EUR,PLN,4.499
2020-11-10,EUR,RON,4.8667
2020-11-10,EUR,RUB,90.2297
2020-11-10,EUR,SEK,10.2
2020-11-10,EUR,SGD,1.5926
2020-11-10,EUR,THB,35.825
2020-11-10,EUR,TRY,9.7675
2020-11-10,EUR,USD,1.1808
2020-11-10,EUR,ZAR,18.3507
2020-11-10,GBP,AUD,1.8206384625
2020-11-10,GBP,BGN,2.1930188489
2020-11-10,GBP,BRL,7.1272551944
2020-11-10,GBP,CAD,1.7260015922
2020-11-10,GBP,CHF,1.2128993194
2020-11-10,GBP,CNY,8.7580592714
2020-11-10,GBP,CZK,29.636814191
2020-11-10,GBP,DKK,8.3474428983
2020-11-10,GBP,EUR,1.1212899319
2020-11-10,GBP,GBP,1.0
2020-11-10,GBP,HKD,10.2674276488
2020-11-10,GBP,HRK,8.4797551103
2020-11-10,GBP,HUF,400.7041700773
2020-11-10,GBP,IDR,18602.4690804301
2020-11-10,GBP,ILS,4.4721527645
2020-11-10,GBP,INR,98.2995638182
2020-11-10,GBP,ISK,181.9853559535
2020-11-10,GBP,JPY,139.4436159358
2020-11-10,GBP,KRW,1478.9029299306
2020-11-10,GBP,MXN,27.0235358757
2020-11-10,GBP,MYR,5.4556361638
2020-11-10,GBP,NOK,11.9549689963
2020-11-10,GBP,NZD,1.9402800982
2020-11-10,GBP,PHP,63.969590617
2020-11-10,GBP,PLN,5.0446834038
2020-11-10,GBP,RON,5.4569817118
2020-11-10,GBP,RUB,101.1736541718
2020-11-10,GBP,SEK,11.4371573058
2020-11-10,GBP,SGD,1.7857663456
2020-11-10,GBP,THB,40.1702118117
2020-11-10,GBP,TRY,10.9521994102
2020-11-10,GBP,USD,1.3240191516
2020-11-10,GBP,ZAR,20.576455154
2020-11-10,USD,AUD,1.3750846883
2020-11-10,USD,BGN,1.6563346883
2020-11-10,USD,BRL,5.383045393
2020-11-10,USD,CAD,1.3036077236
2020-11-10,USD,CHF,0.9160738482
2020-11-10,USD,CNY,6.61475271
2020-11-10,USD,CZK,22.3839769648
2020-11-10,USD,DKK,6.3046239837
2020-11-10,USD,EUR,0.8468834688
2020-11-10,USD,GBP,0.755276084
2020-11-10,USD,HKD,7.7547425474
2020-11-10,USD,HRK,6.4045562331
2020-11-10,USD,HUF,302.6422764228
2020-11-10,USD,IDR,14050.0
2020-11-10,USD,ILS,3.3777100271
2020-11-10,USD,INR,74.2433096206
2020-11-10,USD,ISK,137.4491869919
2020-11-10,USD,JPY,105.3184281843
2020-11-10,USD,KRW,1116.9800135501
2020-11-10,USD,MXN,20.4102303523
2020-11-10,USD,MYR,4.1205115176
2020-11-10,USD,NOK,9.029302168
2020-11-10,USD,NZD,1.4654471545
2020-11-10,USD,PHP,48.314701897
2020-11-10,USD,PLN,3.8101287263
2020-11-10,USD,RON,4.1215277778
2020-11-10,USD,RUB,76.4140413279
2020-11-10,USD,SEK,8.6382113821
2020-11-10,USD,SGD,1.3487466125
2020-11-10,USD,THB,30.339600271
2020-11-10,USD,TRY,8.2719342818
2020-11-10,USD,USD,1.0
2020-11-10,USD,ZAR,15.5409044715
2020-11-11,EUR,AUD,1.6172
2020-11-11,EUR,BGN,1.9558
2020-11-11,EUR,BRL,6.3835
2020-11-11,EUR,CAD,1.5364
2020-11-11,EUR,CHF,1.0793
2020-11-11,EUR,CNY,7.7943
2020-11-11,EUR,CZK,26.447
2020-11-11,EUR,DKK,7.4432
2020-11-11,EUR,GBP,0.88935
2020-11-11,EUR,HKD,9.1241
2020-11-11,EUR,HRK,7.5635
2020-11-11,EUR,HUF,356.02
2020-11-11,EUR,IDR,16674.19
2020-11-11,EUR,ILS,3.9811
2020-11-11,EUR,INR,87.562
2020-11-11,EUR,ISK,162.9
2020-11-11,EUR,JPY,124.07
2020-11-11,EUR,KRW,1311.14
2020-11-11,EUR,MXN,24.0319
2020-11-11,EUR,MYR,4.8588
2020-11-11,EUR,NOK,10.6773
2020-11-11,EUR,NZD,1.7112
2020-11-11,EUR,PHP,57.052
2020-11-11,EUR,PLN,4.4873
2020-11-11,EUR,RON,4.8672
2020-11-11,EUR,RUB,90.105
2020-11-11,EUR,SEK,10.1748
2020-11-11,EUR,SGD,1.5878
2020-11-11,EUR,THB,35.686
2020-11-11,EUR,TRY,9.2823
2020-11-11,EUR,USD,1.1766
2020-11-11,EUR,ZAR,18.432
2020-11-11,GBP,AUD,1.8184067015
2020-11-11,GBP,BGN,2.1991341991
2020-11-11,GBP,BRL,7.1777140608
2020-11-11,GBP,CAD,1.7275538314
2020-11-11,GBP,CHF,1.2135829538
2020-11-11,GBP,CNY,8.7640411537
2020-11-11,GBP,CZK,29.7374486985
2020-11-11,GBP,DKK,8.3692584472
2020-11-11,GBP,EUR,1.1244167088
2020-11-11,GBP,GBP,1.0
2020-11-11,GBP,HKD,10.2592904931
2020-11-11,GBP,HRK,8.5045257773
2020-11-11,GBP,HUF,400.3148366785
2020-11-11,GBP,IDR,18748.7378422443
2020-11-11,GBP,ILS,4.4764153595
2020-11-11,GBP,INR,98.4561758588
2020-11-11,GBP,ISK,183.1674818688
2020-11-11,GBP,JPY,139.5063810648
2020-11-11,GBP,KRW,1474.2677236184
2020-11-11,GBP,MXN,27.021869905
2020-11-11,GBP,MYR,5.4633159049
2020-11-11,GBP,NOK,12.0057345252
2020-11-11,GBP,NZD,1.9241018722
2020-11-11,GBP,PHP,64.1502220723
2020-11-11,GBP,PLN,5.0455950975
2020-11-11,GBP,RON,5.4727610052
2020-11-11,GBP,RUB,101.3155675493
2020-11-11,GBP,SEK,11.440715129
2020-11-11,GBP,SGD,1.7853488503
2020-11-11,GBP,THB,40.1259346714
2020-11-11,GBP,TRY,10.4371732164
2020-11-11,GBP,USD,1.3229886996
2020-11-11,GBP,ZAR,20.7252487772
2020-11-11,USD,AUD,1.3744688084
2020-11-11,USD,BGN,1.6622471528
2020-11-11,USD,BRL,5.4253782084
2020-11-11,USD,CAD,1.3057963624
2020-11-11,USD,CHF,0.9173040965
2020-11-11,USD,CNY,6.6244263131
2020-11-11,USD,CZK,22.4774774775
2020-11-11,USD,DKK,6.3260241373
2020-11-11,USD,EUR,0.8499065103
2020-11-11,USD,GBP,0.7558643549
2020-11-11,USD,HKD,7.7546319905
2020-11-11,USD,HRK,6.4282678905
2020-11-11,USD,HUF,302.5837157913
2020-11-11,USD,IDR,14171.5026347102
2020-11-11,USD,ILS,3.3835628081
2020-11-11,USD,INR,74.4195138535
2020-11-11,USD,ISK,138.4497705252
2020-11-11,USD,JPY,105.4479007309
2020-11-11,USD,KRW,1114.3464218936
2020-11-11,USD,MXN,20.4248682645
2020-11-11,USD,MYR,4.1295257522
2020-11-11,USD,NOK,9.0747067823
2020-11-11,USD,NZD,1.4543600204
2020-11-11,USD,PHP,48.4888662247
2020-11-11,USD,PLN,3.8137854836
2020-11-11,USD,RON,4.1366649669
2020-11-11,USD,RUB,76.5808261091
2020-11-11,USD,SEK,8.6476287608
2020-11-11,USD,SGD,1.349481557
2020-11-11,USD,THB,30.329763726
2020-11-11,USD,TRY,7.8890872004
2020-11-11,USD,USD,1.0
2020-11-11,USD,ZAR,15.6654767976
2020-11-12,EUR,AUD,1.6263
2020-11-12,EUR,BGN,1.9558
2020-11-12,EUR,BRL,6.3638
2020-11-12,EUR,CAD,1.5443
2020-11-12,EUR,CHF,1.0805
2020-11-12,EUR,CNY,7.8105
2020-11-12,EUR,CZK,26.465
2020-11-12,EUR,DKK,7.4459
2020-11-12,EUR,GBP,0.89765
2020-11-12,EUR,HKD,9.1429
2020-11-12,EUR,HRK,7.5715
2020-11-12,EUR,HUF,355.2
2020-11-12,EUR,IDR,16747.23
2020-11-12,EUR,ILS,3.9847
2020-11-12,EUR,INR,88.066
2020-11-12,EUR,ISK,162.1
2020-11-12,EUR,JPY,124.25
2020-11-12,EUR,KRW,1314.39
2020-11-12,EUR,MXN,24.2625
2020-11-12,EUR,MYR,4.8703
2020-11-12,EUR,NOK,10.7658
2020-11-12,EUR,NZD,1.7196
2020-11-12,EUR,PHP,57.175
2020-11-12,EUR,PLN,4.4886
2020-11-12,EUR,RON,4.8683
2020-11-12,EUR,RUB,91.2463
2020-11-12,EUR,SEK,10.1825
2020-11-12,EUR,SGD,1.5921
2020-11-12,EUR,THB,35.715
2020-11-12,EUR,TRY,9.1207
2020-11-12,EUR,USD,1.1791
2020-11-12,EUR,ZAR,18.4908
2020-11-12,GBP,AUD,1.81173063
2020-11-12,GBP,BGN,2.1788002005
2020-11-12,GBP,BRL,7.0894001003
2020-11-12,GBP,CAD,1.7203809948
2020-11-12,GBP,CHF,1.2036985462
2020-11-12,GBP,CNY,8.7010527488
2020-11-12,GBP,CZK,29.4825377374
2020-11-12,GBP,DKK,8.2948810784
2020-11-12,GBP,EUR,1.114019941
2020-11-12,GBP,GBP,1.0
2020-11-12,GBP,HKD,10.1853729182
2020-11-12,GBP,HRK,8.434801983
2020-11-12,GBP,HUF,395.6998830279
2020-11-12,GBP,IDR,18656.7481757923
2020-11-12,GBP,ILS,4.4390352587
2020-11-12,GBP,INR,98.1072801203
2020-11-12,GBP,ISK,180.5826324291
2020-11-12,GBP,JPY,138.4169776639
2020-11-12,GBP,KRW,1464.2566701944
2020-11-12,GBP,MXN,27.0289088175
2020-11-12,GBP,MYR,5.4256113184
2020-11-12,GBP,NOK,11.9933158804
2020-11-12,GBP,NZD,1.9156686905
2020-11-12,GBP,PHP,63.6940901242
2020-11-12,GBP,PLN,5.000389907
2020-11-12,GBP,RON,5.4233832786
2020-11-12,GBP,RUB,101.6501977385
2020-11-12,GBP,SEK,11.3435080488
2020-11-12,GBP,SGD,1.773631148
2020-11-12,GBP,THB,39.7872221913
2020-11-12,GBP,TRY,10.1606416755
2020-11-12,GBP,USD,1.3135409124
2020-11-12,GBP,ZAR,20.5991199242
2020-11-12,USD,AUD,1.3792723264
2020-11-12,USD,BGN,1.6587227546
2020-11-12,USD,BRL,5.397167331
2020-11-12,USD,CAD,1.3097277585
2020-11-12,USD,CHF,0.9163768976
2020-11-12,USD,CNY,6.6241200916
2020-11-12,USD,CZK,22.4450852345
2020-11-12,USD,DKK,6.3149011958
2020-11-12,USD,EUR,0.8481044865
2020-11-12,USD,GBP,0.7613009923
2020-11-12,USD,HKD,7.7541345094
2020-11-12,USD,HRK,6.4214231193
2020-11-12,USD,HUF,301.2467135951
2020-11-12,USD,IDR,14203.4008989908
2020-11-12,USD,ILS,3.3794419472
2020-11-12,USD,INR,74.6891697057
2020-11-12,USD,ISK,137.4777372572
2020-11-12,USD,JPY,105.3769824442
2020-11-12,USD,KRW,1114.7400559749
2020-11-12,USD,MXN,20.577135103
2020-11-12,USD,MYR,4.1305232805
2020-11-12,USD,NOK,9.1305232805
2020-11-12,USD,NZD,1.4584004749
2020-11-12,USD,PHP,48.4903740141
2020-11-12,USD,PLN,3.806801798
2020-11-12,USD,RON,4.1288270715
2020-11-12,USD,RUB,77.386396404
2020-11-12,USD,SEK,8.6358239335
2020-11-12,USD,SGD,1.3502671529
2020-11-12,USD,THB,30.2900517344
2020-11-12,USD,TRY,7.7353065898
2020-11-12,USD,USD,1.0
2020-11-12,USD,ZAR,15.6821304385
2020-11-13,EUR,AUD,1.63
2020-11-13,EUR,BGN,1.9558
2020-11-13,EUR,BRL,6.4508
2020-11-13,EUR,CAD,1.5528
2020-11-13,EUR,CHF,1.0805
2020-11-13,EUR,CNY,7.8071
2020-11-13,EUR,CZK,26.461
2020-11-13,EUR,DKK,7.4468
2020-11-13,EUR,GBP,0.89683
2020-11-13,EUR,HKD,9.1608
2020-11-13,EUR,HRK,7.572
2020-11-13,EUR,HUF,355.71
2020-11-13,EUR,IDR,16741.86
2020-11-13,EUR,ILS,3.979
2020-11-13,EUR,INR,88.186
2020-11-13,EUR,ISK,161.9
2020-11-13,EUR,JPY,123.88
2020-11-13,EUR,KRW,1311.84
2020-11-13,EUR,MXN,24.2239
2020-11-13,EUR,MYR,4.8707
2020-11-13,EUR,NOK,10.8123
2020-11-13,EUR,NZD,1.7304
2020-11-13,EUR,PHP,56.954
2020-11-13,EUR,PLN,4.4888
2020-11-13,EUR,RON,4.8698
2020-11-13,EUR,RUB,91.6113
2020-11-13,EUR,SEK,10.2537
2020-11-13,EUR,SGD,1.5934
2020-11-13,EUR,THB,35.646
2020-11-13,EUR,TRY,9.1303
2020-11-13,EUR,USD,1.1815
2020-11-13,EUR,ZAR,18.4068
2020-11-13,GBP,AUD,1.8175127951
2020-11-13,GBP,BGN,2.1807923464
2020-11-13,GBP,BRL,7.1928905144
2020-11-13,GBP,CAD,1.731431821
2020-11-13,GBP,CHF,1.2047991258
2020-11-13,GBP,CNY,8.7052172653
2020-11-13,GBP,CZK,29.5050343989
2020-11-13,GBP,DKK,8.3034688848
2020-11-13,GBP,EUR,1.1150385246
2020-11-13,GBP,GBP,1.0
2020-11-13,GBP,HKD,10.214644916
2020-11-13,GBP,HRK,8.4430717081
2020-11-13,GBP,HUF,396.6303535787
2020-11-13,GBP,IDR,18667.8188731421
2020-11-13,GBP,ILS,4.4367382893
2020-11-13,GBP,INR,98.3307873287
2020-11-13,GBP,ISK,180.5247371297
2020-11-13,GBP,JPY,138.1309724251
2020-11-13,GBP,KRW,1462.7521380864
2020-11-13,GBP,MXN,27.0105817156
2020-11-13,GBP,MYR,5.4310181417
2020-11-13,GBP,NOK,12.0561310393
2020-11-13,GBP,NZD,1.9294626629
2020-11-13,GBP,PHP,63.505904129
2020-11-13,GBP,PLN,5.0051849291
2020-11-13,GBP,RON,5.430014607
2020-11-13,GBP,RUB,102.1501287869
2020-11-13,GBP,SEK,11.4332705195
2020-11-13,GBP,SGD,1.7767023851
2020-11-13,GBP,THB,39.7466632472
2020-11-13,GBP,TRY,10.180636241
2020-11-13,GBP,USD,1.3174180168
2020-11-13,GBP,ZAR,20.5242911143
2020-11-13,USD,AUD,1.3796022006
2020-11-13,USD,BGN,1.6553533644
2020-11-13,USD,BRL,5.4598391875
2020-11-13,USD,CAD,1.314261532
2020-11-13,USD,CHF,0.9145154465
2020-11-13,USD,CNY,6.6077867118
2020-11-13,USD,CZK,22.3961066441
2020-11-13,USD,DKK,6.3028353788
2020-11-13,USD,EUR,0.8463817182
2020-11-13,USD,GBP,0.7590605163
2020-11-13,USD,HKD,7.7535336437
2020-11-13,USD,HRK,6.4088023699
2020-11-13,USD,HUF,301.0664409649
2020-11-13,USD,IDR,14170.0042319086
2020-11-13,USD,ILS,3.3677528565
2020-11-13,USD,INR,74.6390181972
2020-11-13,USD,ISK,137.0292001693
2020-11-13,USD,JPY,104.849767245
2020-11-13,USD,KRW,1110.3173931443
2020-11-13,USD,MXN,20.5026661024
2020-11-13,USD,MYR,4.1224714346
2020-11-13,USD,NOK,9.1513330512
2020-11-13,USD,NZD,1.4645789251
2020-11-13,USD,PHP,48.2048243758
2020-11-13,USD,PLN,3.7992382565
